CustomerID,LocationID,Gender,Age,Married,NumberOfDependents,NumberOfReferrals
0886-QGENL,516,Female,72,Yes,0,1
0887-HJGAR,517,Male,57,No,0,0
0887-WBJVH,518,Female,29,Yes,0,1
0895-DQHEW,519,Male,47,Yes,0,1
0895-LMRSF,345,Male,34,No,0,0
0895-LNKRC,253,Male,53,Yes,3,10
0895-UADGO,520,Male,46,No,0,0
0897-FEGMU,521,Female,43,Yes,0,1
0898-XCGTF,522,Male,46,Yes,0,1
0899-LIIBW,523,Male,21,Yes,0,8
0899-WZRSD,524,Male,31,No,0,0
0902-RFHOF,525,Male,38,No,0,0
0902-XKXPN,526,Male,29,Yes,1,2
0906-QVPMS,280,Male,29,Yes,0,4
0907-HQNTS,527,Female,74,Yes,0,8
0909-SDHNU,493,Female,33,No,2,0
0909-SELIE,528,Male,53,Yes,0,1
0913-XWSCN,529,Male,29,Yes,2,1
0916-KNFAJ,352,Male,37,Yes,0,1
0916-QOFDP,90,Female,79,Yes,1,5
0917-EZOLA,530,Male,66,Yes,0,0
0921-OHLVP,531,Male,35,No,0,0
0923-PNFUB,422,Female,55,No,0,0
0924-BJCRC,322,Female,70,Yes,0,6
0925-VYDLG,150,Female,40,No,0,0
0927-CNGRH,532,Male,42,No,3,0
0927-LCSMG,533,Male,23,No,0,0
0928-JMXNP,534,Male,78,Yes,0,3
0928-XUTSN,457,Female,22,No,0,0
0929-HYQEW,535,Male,20,No,0,0
0929-PECLO,71,Female,74,No,0,0
0930-EHUZA,536,Female,33,No,0,0
0931-MHTEM,537,Female,36,No,0,0
0932-YIXYU,538,Female,50,No,0,0
0936-NQLJU,539,Female,40,Yes,0,9
0939-EREMR,540,Female,40,No,1,0
0939-YAPAF,541,Female,44,No,0,0
0940-OUQEC,412,Male,54,No,0,0
0942-KOWSM,542,Female,24,Yes,0,4
0943-ZQPXH,543,Male,46,Yes,1,2
0945-TSONX,544,Female,22,Yes,0,6
0946-CLJTI,545,Male,67,Yes,0,1
0946-FKYTX,136,Male,42,No,0,0
0947-IDHRQ,546,Female,21,No,0,0
0947-MUGVO,547,Male,71,Yes,0,1
0952-KMEEH,548,Male,46,No,0,0
0953-LGOVU,549,Male,19,Yes,3,7
0956-ACVZC,550,Female,23,No,0,0
0956-SYCWG,551,Female,61,No,0,0
0958-YHXGP,552,Female,25,No,0,0
0959-WHOKV,223,Male,28,No,0,0
0960-HUWBM,553,Male,40,Yes,3,0
0961-ZWLVI,375,Male,35,No,3,0
0962-CQPWQ,342,Female,57,Yes,2,1
0963-ZBDRN,178,Male,45,No,0,0
0967-BMLBD,335,Female,37,Yes,1,8
0968-GSIKN,554,Female,23,No,0,0
0969-RGKCU,546,Male,31,Yes,1,1
0970-ETWGE,555,Male,38,No,0,0
0970-QXPXW,556,Female,28,No,0,0
0971-QIFJK,372,Female,57,Yes,0,10
0973-KYVNF,557,Female,59,Yes,0,6
0975-UYDTX,179,Female,46,Yes,0,1
0975-VOOVL,551,Female,34,No,0,0
0979-MOZQI,280,Male,61,Yes,0,6
0979-PHULV,76,Male,30,Yes,0,2
0980-FEXWF,558,Male,32,Yes,1,4
0980-PVMRC,559,Female,27,Yes,3,0
0983-TATYJ,560,Female,42,Yes,0,7
0988-AADSA,561,Female,40,Yes,2,5
0988-JRWWP,562,Female,50,No,0,0
0991-BRRFB,563,Male,31,No,0,0
0993-OSGPT,564,Female,78,Yes,0,2
0997-YTLNY,565,Female,59,No,2,0
0999-QXNSA,566,Male,72,No,1,0
1000-AJSLD,567,Male,25,No,0,0
1004-NOZNR,29,Male,71,No,2,0
1009-IRMNA,568,Female,27,No,0,0
1010-DIAUQ,76,Male,54,No,0,0
1013-QCWAM,569,Female,73,Yes,0,0
1015-JPFYW,570,Male,47,No,2,0
1015-OWJKI,571,Male,46,No,0,0
1016-DJTSV,572,Male,66,No,0,0
1017-FBQMM,573,Female,47,Yes,2,8
1020-JPQOW,73,Female,63,Yes,0,1
1022-RKXDR,574,Female,38,No,0,0
1023-BQXZE,419,Male,30,No,0,0
1024-GUALD,179,Female,29,Yes,0,4
1024-KPRBB,575,Female,63,No,0,0
1024-VRZHF,128,Male,39,Yes,0,1
1025-FALIX,576,Female,49,No,0,0
1027-LKKQQ,577,Female,35,Yes,3,3
1028-FFNJK,578,Male,79,Yes,0,1
1029-QFBEN,41,Male,27,No,0,0
1031-IIDEO,579,Female,51,No,0,0
1032-MAELW,580,Female,57,Yes,3,8
1035-IPQPU,581,Female,77,Yes,0,2
1036-GUDCL,234,Male,59,Yes,3,1
1038-RQOST,582,Male,43,Yes,2,6
1038-ZAGBI,583,Female,59,Yes,0,1
1041-RXHRA,584,Female,25,No,0,0
1042-HFUCW,585,Female,37,No,1,0
1043-UXOVO,505,Female,25,No,0,0
1043-YCUTE,586,Male,19,Yes,0,1
1045-LTCYT,252,Female,54,Yes,3,5
1047-NNCBF,587,Male,56,No,0,0
1047-RNXZV,588,Male,57,No,0,0
1049-FYSYG,88,Female,48,Yes,0,5
1051-EQPZR,240,Female,21,Yes,2,1
1051-GEJLJ,589,Female,19,No,0,0
1052-QJIBV,590,Female,28,Yes,2,1
1053-MXTTK,380,Female,63,Yes,1,1
1057-FOGLZ,116,Female,44,No,0,0
1060-ENTOF,591,Female,70,Yes,0,3
1061-PNTHC,248,Female,36,Yes,2,5
1062-LHZOD,567,Male,49,Yes,0,0
1063-DHQJF,592,Male,56,Yes,3,2
1064-FBXNK,593,Male,55,Yes,1,5
1066-JKSGK,594,Male,29,No,0,0
1069-QJOEE,595,Male,47,Yes,1,0
1069-XAIEM,596,Female,68,No,0,0
1073-XXCZD,408,Male,54,Yes,0,1
1074-AMIOH,597,Female,38,Yes,2,1
1074-WVEVG,598,Female,29,Yes,0,6
1075-BGWOH,599,Male,69,Yes,0,1
1077-HUUJM,600,Female,48,No,1,0
1078-TDCRN,551,Female,75,Yes,0,7
1080-BWSYE,379,Male,76,Yes,0,0
1084-MNSMJ,601,Female,63,Yes,0,10
1084-UQCHV,602,Male,35,No,0,0
1085-LDWAM,603,Female,24,Yes,2,5
1086-LXKFY,604,Female,46,Yes,0,1
1087-GRUYI,605,Male,62,Yes,0,8
1087-UDSIH,606,Female,38,No,0,0
1088-AUUZZ,607,Male,33,Yes,1,6
1088-CNNKB,283,Male,34,Yes,0,9
1089-HDMKP,608,Male,72,No,1,0
1089-XZWHH,609,Female,43,Yes,3,5
1090-ESELR,610,Male,47,Yes,0,8
1090-PYKCI,611,Female,19,Yes,3,1
1091-SOZGA,612,Female,27,Yes,0,1
1092-GANHU,613,Male,62,No,0,0
1092-WPIVQ,614,Female,33,Yes,1,2
1093-YSWCA,615,Male,45,No,0,0
1094-BKOSX,52,Female,52,Yes,2,10
1095-JUDTC,616,Female,78,No,0,0
1095-WGNGG,617,Female,35,Yes,0,2
1096-ADRUX,409,Female,34,Yes,1,1
1097-FSPVW,618,Female,42,No,0,0
1098-KFQEC,267,Female,24,Yes,2,8
1098-TDVUQ,619,Female,34,No,0,0
1099-BTKWT,620,Female,58,Yes,0,8
1099-GODLO,621,Female,62,Yes,3,9
1100-DDVRV,622,Male,27,Yes,0,1
1101-SSWAG,623,Female,60,Yes,0,1
1104-FEJAM,624,Male,52,Yes,2,2
1104-TNLZA,625,Male,67,Yes,0,8
1106-HRLKZ,626,Male,21,Yes,1,9
1110-KYLGQ,283,Female,46,No,0,0
1112-CUNAO,627,Female,67,No,0,0
1113-IUJYX,628,Female,59,Yes,0,3
1114-CENIM,629,Male,43,No,2,0
1116-DXXDF,630,Male,38,No,0,0
1116-FRYVH,448,Female,29,Yes,3,5
1120-BMWUB,631,Female,36,No,0,0
1121-QSIVB,446,Female,39,No,3,0
1122-JWTJW,632,Male,64,Yes,2,1
1122-YJBCS,633,Male,36,Yes,0,7
1125-SNVCK,162,Female,78,No,0,0
1131-ALZWV,634,Female,58,No,0,0
1131-QQZEB,635,Male,66,Yes,0,7
1131-SUEKT,636,Male,41,Yes,1,4
1133-KXCGE,138,Female,38,No,0,0
1134-YWTYF,102,Male,32,Yes,0,1
1135-HIORI,637,Female,48,Yes,3,3
1135-LMECX,638,Female,47,No,0,0
1136-XGEQU,214,Female,53,Yes,0,9
1137-DGOWI,639,Female,53,Yes,0,7
1139-WUOAH,640,Male,33,No,0,0
1140-UKVZG,641,Female,64,No,0,0
1142-IHLOO,642,Female,36,No,0,0
1142-WACZW,643,Male,64,No,0,0
1143-NMNQJ,644,Female,39,No,0,0
1150-FTQGN,645,Female,35,Yes,3,1
1150-WFARN,457,Female,59,Yes,0,1
1153-GNOLC,646,Male,62,No,0,0
1154-HYWWO,145,Male,55,No,0,0
1156-ZFYDO,647,Female,57,No,0,0
1157-BQCUW,648,Male,59,No,0,0
1159-WFSGR,649,Female,59,Yes,2,3
1162-ECVII,650,Male,66,Yes,0,1
1163-ONYEY,651,Male,61,Yes,2,4
1163-VIPRI,187,Female,22,Yes,2,4
1166-PQLGG,104,Female,58,Yes,1,6
1167-OYZJF,652,Female,65,Yes,0,7
1169-SAOCL,653,Male,45,No,0,0
1169-WCVAK,245,Male,42,Yes,0,1
1170-SASML,654,Female,33,Yes,0,6
1171-TYKUR,655,Male,20,Yes,0,1
1172-VIYBP,656,Male,54,Yes,3,9
1173-NOEYG,205,Female,25,Yes,0,1
1173-XZPYF,657,Female,60,No,0,0
1174-FGIFN,559,Female,44,Yes,1,7
1177-XZBJL,658,Male,35,Yes,2,1
1178-PZGAB,529,Female,45,No,0,0
1179-INLAT,659,Male,33,No,0,0
1183-CANVH,124,Female,55,Yes,0,5
1184-PJVDB,660,Male,38,Yes,0,1
1187-WILMM,661,Male,39,Yes,0,6
1193-RTSLK,662,Female,26,No,0,0
1194-BHJYC,663,Male,22,Yes,0,1
1194-HVAIF,664,Female,21,Yes,0,1
1194-SPVSP,372,Male,20,No,0,0
1195-OIYEJ,81,Male,54,No,0,0
1196-AMORA,665,Male,63,No,0,0
1197-BVMVG,666,Female,65,No,0,0
1200-TUZHR,481,Female,70,No,0,0
1202-KKGFU,25,Female,24,Yes,0,4
1205-WNWPJ,667,Female,54,No,0,0
1206-EHBDD,668,Female,56,Yes,0,9
1207-BLKSA,669,Female,42,Yes,2,1
1208-DNHLN,670,Male,60,Yes,0,1
1208-NBVFH,671,Male,63,Yes,1,5
1209-VFFOC,672,Male,47,Yes,2,10
1212-GLHMD,673,Male,54,No,0,0
1213-NGCUN,674,Female,49,No,0,0
1215-EXRMO,564,Male,32,Yes,0,4
1215-FIGMP,675,Male,27,No,0,0
1215-VFYVK,130,Female,19,No,0,0
1216-BGTSP,676,Male,30,No,0,0
1216-JWVUX,677,Male,51,Yes,3,4
1217-VASWC,678,Male,77,Yes,0,10
1218-VKFPE,461,Female,48,Yes,0,1
1219-NNDDO,166,Female,51,No,0,0
1221-GHZEP,679,Female,45,No,0,0
1222-KJNZD,680,Male,61,Yes,1,2
1222-LRYKO,481,Male,21,No,3,0
1223-UNPKS,681,Male,55,Yes,1,4
1226-IENZN,594,Male,68,No,0,0
1226-JZNKR,560,Female,20,Yes,0,1
1226-UDFZR,339,Female,26,No,0,0
1227-UDMZR,682,Female,53,Yes,0,4
1228-FZFRV,683,Male,37,Yes,0,0
1228-ZLNBX,50,Male,25,No,0,0
1229-RCALF,237,Female,37,Yes,0,1
1230-QAJDW,684,Male,32,No,0,0
1231-YNDEK,685,Male,49,No,0,0
1236-WFCDV,686,Male,74,No,0,0
1237-WIYYZ,687,Female,49,No,0,0
1240-HCBOH,688,Female,45,No,0,0
1240-KNSEZ,689,Male,63,No,0,0
1241-EZFMJ,690,Male,48,Yes,0,2
1241-FPMOF,691,Male,31,No,0,0
1245-HARPS,692,Female,46,Yes,0,0
1247-QBVSH,205,Female,41,Yes,2,1
1248-DYXUB,693,Male,42,Yes,3,1
1251-KRREG,694,Male,22,No,0,0
1251-STYSZ,82,Female,66,No,0,0
1254-IZEYF,486,Female,74,No,0,0
1257-SXUXQ,695,Male,20,Yes,1,10
1258-YMZNM,696,Female,70,No,0,0
1260-TTRXI,92,Male,64,No,0,0
1261-FWTTE,697,Male,78,No,0,0
1262-OPMFY,698,Female,46,Yes,0,1
1264-BYWMS,699,Male,40,No,0,0
1264-FUHCX,700,Female,51,Yes,0,1
1265-BCFEO,701,Female,30,Yes,0,1
1265-HVPZB,628,Male,49,Yes,0,3
1265-XTECC,702,Female,68,Yes,0,5
1265-ZFOSD,703,Female,33,Yes,0,6
1266-NZYUI,609,Female,56,Yes,0,6
1268-ASBGA,39,Female,66,Yes,0,1
1269-FOYWN,704,Male,23,Yes,3,2
1270-XKUCC,76,Female,24,Yes,1,1
1271-SJBGZ,705,Male,77,No,0,0
1271-UODNO,252,Male,60,No,0,0
1272-ILHFG,256,Male,48,Yes,3,1
1273-MTETI,706,Female,69,No,0,0
1282-IHQAC,509,Male,68,No,0,0
1285-OKIPP,161,Male,62,No,3,0
1291-CUOCY,707,Male,55,Yes,0,7
1293-BSEUN,708,Female,64,Yes,3,9
1293-HHSHJ,709,Female,61,No,0,0
1297-VQDRP,473,Male,80,Yes,1,0
1298-PHBTI,348,Male,40,Yes,3,9
1299-AURJA,622,Female,43,Yes,2,8
1301-LOPVR,55,Male,62,Yes,3,6
1302-TPUBN,710,Male,58,No,0,0
1302-UHBDD,711,Male,70,No,0,0
1303-SRDOK,712,Female,52,Yes,2,3
1304-BCCFO,713,Male,24,Yes,0,2
1304-NECVQ,714,Female,69,No,0,0
1304-SEGFY,715,Female,57,Yes,0,7
1306-RPWXZ,716,Female,60,No,3,0
1307-ATKGB,717,Male,21,No,0,0
1307-TVUFB,560,Male,66,No,0,0
1309-BXVOQ,718,Male,27,Yes,0,1
1309-XGFSN,719,Male,72,Yes,1,1
1310-QRITU,720,Female,40,No,0,0
1319-YLZJG,424,Male,62,Yes,0,9
1320-GVNHT,179,Male,56,Yes,2,4
1320-HTRDR,721,Female,30,No,0,0
1320-REHCS,165,Male,75,No,0,0
1322-AGOQM,359,Male,57,No,0,0
1323-OOEPC,722,Female,45,Yes,0,1
1324-NLTJE,723,Female,73,No,0,0
1325-USMEC,724,Male,58,Yes,0,10
1328-EUZHC,725,Female,59,Yes,0,4
1329-VHWNP,438,Female,42,No,0,0
1333-PBMXB,183,Female,40,Yes,2,1
1334-FJSVR,726,Male,64,No,0,0
1334-PDUKM,26,Female,48,Yes,0,5
1335-HQMKX,727,Female,49,Yes,0,6
1335-MXCSE,651,Male,24,Yes,1,5
1335-NTIUC,728,Male,61,No,0,0
1336-EZFZY,729,Female,33,No,0,0
1337-BOZWO,730,Male,25,Yes,2,2
1338-CECEE,303,Male,28,Yes,0,4
1342-JPNKI,731,Male,33,No,0,0
1343-EHPYB,76,Male,61,Yes,0,2
1345-GKDZZ,732,Male,20,No,1,0
1345-ZUKID,613,Male,24,No,0,0
1346-PJWTK,733,Male,63,Yes,0,1
1346-UFHAX,616,Female,59,No,0,0
1347-KTTTA,734,Male,22,Yes,0,10
1349-WXNGG,179,Male,57,No,0,0
1352-HNSAW,735,Female,26,Yes,3,9
1352-VHKAJ,621,Male,30,Yes,2,1
1353-GHZOS,736,Male,22,Yes,0,10
1353-LJWEM,737,Male,23,No,0,0
1354-YZFNB,738,Male,53,Yes,3,0
1355-KUSBG,648,Female,56,Yes,2,1
1356-MKYSK,739,Male,44,No,0,0
1357-BIJKI,490,Male,46,Yes,0,10
1357-MVDOZ,740,Male,25,Yes,1,7
1360-JYXKQ,741,Female,68,Yes,0,1
1360-RCYRT,705,Male,45,Yes,1,2
1360-XFJMR,742,Female,50,Yes,0,6
1363-TXLSL,197,Male,80,Yes,0,0
1370-GGAWX,743,Female,55,No,0,0
1371-DWPAZ,744,Female,64,Yes,0,2
1371-OJCEK,745,Female,25,No,0,0
1371-WEPDS,404,Male,71,Yes,0,8
1373-ORVIZ,746,Female,62,Yes,0,1
1374-DMZUI,747,Female,65,No,0,0
1376-HHBDV,748,Female,37,No,0,0
1379-FRVEB,749,Male,31,No,1,0
1383-EZRWL,750,Female,62,No,0,0
1384-RCUXW,614,Male,58,No,0,0
1385-TQOZW,410,Female,32,No,0,0
1386-ZIKUV,82,Male,42,No,0,0
1389-CXMLU,751,Male,65,No,0,0
1389-WNUIB,752,Female,21,Yes,3,7
1391-UBDAR,753,Male,27,No,0,0
1393-IMKZG,754,Female,50,No,0,0
1394-SUIUH,755,Female,70,Yes,0,4
1395-OFUWC,697,Male,44,Yes,3,5
1395-WSWXR,756,Male,40,No,0,0
1396-QWFBJ,757,Female,32,Yes,0,1
1397-XKKWR,265,Male,47,No,0,0
1399-OUPJN,268,Female,43,Yes,2,3
1399-UBQIU,228,Male,35,No,0,0
1400-MMYXY,758,Male,71,Yes,0,1
1400-WIVLL,759,Male,31,Yes,0,2
1401-FTHFQ,760,Male,64,Yes,1,2
1402-PTHGN,761,Female,22,Yes,2,7
1403-GYAFU,762,Male,47,Yes,2,5
1403-LKLIK,763,Female,23,Yes,3,3
1406-PUQVY,287,Male,29,No,1,0
1407-DIGZV,35,Female,32,Yes,2,9
1409-PHXTF,693,Male,77,Yes,0,5
1410-RSCMR,764,Male,47,Yes,2,3
1414-YADCW,765,Male,45,Yes,0,3
1415-YFWLT,607,Female,68,No,0,0
1421-HCERK,766,Male,75,Yes,0,6
1422-DGUBX,767,Male,64,Yes,0,4
1423-BMPBQ,768,Female,62,Yes,1,1
1427-VERSM,769,Female,62,Yes,0,3
1428-GTBJJ,695,Male,20,No,0,0
1428-IEDPR,770,Male,54,No,0,0
1429-UYJSV,771,Female,57,No,0,0
1430-SFQSA,772,Male,46,No,0,0
1431-AIDJQ,773,Male,44,Yes,1,1
1431-CYWMH,774,Female,35,Yes,1,0
1432-FPAXX,295,Female,53,No,0,0
1436-ZMJAN,775,Female,62,Yes,0,6
1439-LCGVL,776,Female,42,Yes,0,10
1442-BQPVU,777,Female,33,No,0,0
1442-OKRJE,598,Male,40,Yes,2,7
1444-VVSGW,534,Male,51,Yes,0,1
1447-GIQMR,65,Male,54,Yes,0,1
1447-PJGGA,128,Female,39,No,0,0
1448-CYWKC,778,Female,61,Yes,3,2
1448-PWKYE,363,Male,48,Yes,0,1
1449-XQEMT,779,Male,33,No,0,0
1450-GALXR,666,Female,33,No,0,0
1450-SKCVI,780,Female,22,No,0,0
1452-KIOVK,683,Male,42,No,3,0
1452-UZOSF,344,Male,31,Yes,1,9
1452-VOQCH,720,Male,61,No,0,0
1452-XRSJV,781,Female,59,Yes,2,3
1453-RZFON,782,Female,39,No,3,0
1455-ESIQH,141,Male,44,No,0,0
1455-HFBXA,783,Male,61,Yes,0,3
1455-UGQVH,573,Male,35,Yes,0,1
1456-TWCGB,446,Male,34,No,0,0
1459-QNFQT,784,Male,21,Yes,0,7
1460-UZPRJ,785,Male,39,Yes,0,7
1465-LNTLJ,304,Male,78,Yes,0,7
1465-VINDH,591,Female,31,Yes,0,1
1465-WCZVT,169,Female,44,Yes,3,1
1468-DEFNC,786,Male,69,Yes,1,9
1469-LBJQJ,787,Female,39,Yes,0,6
1470-PSXNM,788,Male,27,Yes,2,7
1471-GIQKQ,789,Female,37,No,0,0
1472-TNCWL,790,Male,55,No,1,0
1474-JUWSM,791,Female,24,Yes,0,8
1475-VWVDO,538,Male,55,No,0,0
1478-VPOAD,536,Female,39,No,0,0
1480-BKXGA,792,Male,75,Yes,0,5
1480-IVEVR,696,Male,76,Yes,0,2
1481-ZUWZA,71,Male,52,No,0,0
1482-OXZSY,793,Male,45,No,0,0
1485-YDHMM,794,Male,49,Yes,1,1
1488-PBLJN,795,Female,63,Yes,1,1
1488-SYSFC,796,Male,31,Yes,1,10
1492-KGETH,53,Male,25,Yes,1,2
1492-QGCLU,177,Male,51,Yes,2,5
1493-AMTIE,797,Male,28,No,0,0
1494-EJZDW,798,Female,51,Yes,3,1
1496-GGSUK,175,Female,68,No,0,0
1498-DQNRX,604,Female,46,Yes,0,0
1498-NHTLT,799,Male,21,Yes,3,4
1501-SGHBW,584,Male,34,No,0,0
1502-XFCVR,800,Female,57,No,0,0
1506-YJTYT,626,Male,21,Yes,1,9
1508-DFXCU,801,Male,32,No,0,0
1513-XNPPH,802,Female,36,No,0,0
1518-OMDIK,476,Male,23,Yes,0,6
1518-VOWAV,89,Female,31,No,0,0
1522-VVDMG,803,Male,25,Yes,0,1
1525-LNLOJ,804,Male,34,Yes,0,5
1527-SXDPN,177,Male,63,Yes,0,1
1530-ZTDOZ,805,Female,57,Yes,0,6
1534-OULXE,114,Female,34,Yes,2,2
1535-VTJOQ,218,Female,19,No,0,0
1536-HBSWP,806,Female,33,No,0,0
1536-YHDOE,70,Male,58,Yes,3,10
1539-LNKHM,807,Female,53,No,0,0
1541-ETJZO,808,Male,58,No,0,0
1543-LLLFT,809,Male,77,Yes,0,2
1544-JJMYL,771,Male,19,No,0,0
1545-ACTAS,810,Female,53,Yes,2,2
1545-JFUML,674,Male,50,Yes,0,5
1548-ARAGG,811,Female,28,Yes,3,9
1548-FEHVL,812,Male,40,Yes,0,6
1550-EENBN,502,Female,23,No,0,0
1550-LOAHA,293,Female,53,Yes,0,1
1552-AAGRX,257,Female,22,No,0,0
1552-CZCLL,813,Female,31,Yes,1,4
1552-TKMXS,814,Female,37,Yes,0,0
1555-DJEQW,815,Female,21,Yes,0,1
1555-HAPSU,411,Female,25,Yes,2,1
1557-EMYVT,816,Female,25,No,0,0
1559-DTODC,817,Male,37,No,0,0
1561-BWHIN,381,Male,33,Yes,1,1
1563-IWQEX,818,Female,43,No,0,0
1564-HJUVY,819,Male,53,No,0,0
1564-NTYXF,18,Female,79,No,0,0
1565-RHDJD,820,Female,21,No,0,0
1567-DSCIC,821,Male,59,No,0,0
1568-BEKZM,822,Male,65,Yes,0,7
1568-LJSZU,163,Male,39,Yes,0,4
1569-TTNYJ,416,Male,55,Yes,0,1
1571-SAVHK,823,Male,20,No,0,0
1573-LGXBA,824,Male,26,Yes,3,1
1574-DYCWE,124,Female,60,Yes,1,10
1575-KRZZE,383,Female,64,No,0,0
1576-PFZIW,825,Male,70,Yes,0,2
1577-HKTFG,761,Female,42,Yes,0,1
1579-KLYDT,826,Male,31,No,0,0
1580-BMCMR,827,Male,66,No,0,0
1582-RAFML,828,Male,26,No,0,0
1583-IHQZE,5,Male,60,No,0,0
1585-MQSSU,57,Male,36,No,0,0
1587-FKLZB,829,Male,79,Yes,0,1
1589-AGTLK,41,Male,26,No,0,0
1591-MQJTP,830,Male,76,Yes,0,7
1591-NFNLQ,89,Male,38,No,0,0
1591-XWLGB,215,Female,44,Yes,0,10
1596-BBVTG,154,Male,53,No,0,0
1596-OQSPS,831,Female,64,No,0,0
1597-FZREH,651,Female,39,No,0,0
1597-LHYNC,832,Female,74,No,0,0
1599-EAHXY,433,Male,37,Yes,2,1
1599-MMYRQ,833,Male,27,Yes,3,1
1600-DILPE,834,Female,47,No,0,0
1602-IJQQE,259,Female,42,No,0,0
1608-GMEWB,261,Male,76,No,0,0
1612-EOHDH,728,Female,29,No,0,0
1614-JBEBI,835,Female,59,No,0,0
1618-CFHME,836,Female,30,No,0,0
1619-YWUBB,837,Female,38,Yes,0,2
1621-YNCJH,838,Female,54,Yes,0,4
1622-HSHSF,839,Female,44,No,0,0
1623-NLDOT,227,Female,55,Yes,0,1
1624-NALOJ,55,Male,75,No,0,0
1624-WOIWJ,840,Female,40,No,0,0
1625-JAIIY,841,Female,42,Yes,0,1
1626-ERCMM,842,Male,75,Yes,0,7
1627-AFWVJ,843,Female,30,No,0,0
1628-BIZYP,844,Male,60,No,0,0
1629-DQQVB,24,Female,19,No,0,0
1635-FJFCC,845,Female,46,No,0,0
1635-HDGFT,846,Female,29,No,1,0
1635-NZATJ,487,Male,80,Yes,0,3
1636-NTNCO,465,Male,72,No,0,0
1640-PLFMP,467,Female,20,No,0,0
1641-BYBTK,847,Male,38,No,2,0
1641-RQDAY,848,Female,77,Yes,2,1
1642-HMARX,317,Female,45,Yes,0,10
1644-IRKSF,612,Female,48,Yes,0,5
1656-DRSMG,540,Female,40,No,0,0
1657-DYMBM,849,Male,35,Yes,0,8
1658-BYGOY,407,Male,71,No,3,0
1658-TJVOA,850,Female,65,No,0,0
1658-XUHBX,60,Female,75,Yes,1,3
1660-HSOOQ,423,Male,60,No,0,0
1661-CZBAU,851,Male,50,No,0,0
1663-MHLHE,143,Male,33,No,0,0
1666-JXLKU,496,Female,64,No,0,0
1666-JZPZT,852,Male,61,No,0,0
1670-SVOWZ,853,Female,57,Yes,0,1
1676-MQAOA,500,Male,32,No,0,0
1678-FYZOW,296,Female,28,No,0,0
1679-JRFBR,272,Female,27,Yes,0,4
1680-VDCWW,421,Male,45,Yes,0,10
1682-VCOIO,770,Male,56,No,0,0
1684-FLBGS,854,Female,60,Yes,1,6
1685-BQULA,855,Female,54,No,0,0
1685-VAYJF,856,Male,44,No,0,0
1686-STUHN,857,Male,55,No,0,0
1689-MRZQR,858,Male,36,Yes,0,1
1689-YQBYY,263,Female,43,No,1,0
1696-HXOWK,859,Female,53,Yes,0,6
1696-MZVAU,860,Male,27,Yes,0,8
1697-BCSHV,309,Female,44,Yes,1,2
1697-LYYYX,861,Female,21,Yes,1,8
1697-NVVGY,862,Male,71,Yes,0,1
1698-XFZCI,863,Male,30,No,0,0
1699-HPSBG,397,Male,44,No,0,0
1699-TLDLZ,864,Female,44,Yes,2,10
1699-UOTXU,78,Male,24,No,0,0
1702-CCFNJ,675,Male,39,Yes,0,3
1703-MGIAB,288,Female,53,No,0,0
1704-NRWYE,17,Female,79,No,0,0
1705-GUHPV,631,Female,64,No,0,0
1707-HABPF,865,Female,65,No,0,0
1708-PBBOA,866,Female,51,No,0,0
1709-EJDOX,181,Female,33,Yes,3,10
1710-RCXUS,485,Male,53,Yes,0,0
1716-LSAMB,541,Male,21,Yes,1,1
1722-LDZJS,867,Male,38,Yes,3,1
1723-HKXJQ,100,Male,64,No,0,0
1724-BQUHA,868,Male,67,No,0,0
1724-IQWNM,578,Male,37,No,1,0
1725-IQNIY,749,Male,34,Yes,0,1
1725-MIMXW,515,Male,42,No,0,0
1728-BQDMA,869,Female,22,No,0,0
1728-CXQBE,870,Male,79,Yes,0,9
1729-VLAZJ,829,Female,52,No,5,0
1730-VFMWO,334,Female,33,Yes,0,6
1730-ZMAME,871,Female,74,No,0,0
1731-TVIUK,88,Female,47,No,0,0
1732-FEKLD,872,Female,30,No,0,0
1732-VHUBQ,124,Female,73,Yes,0,1
1734-ZMNTZ,873,Female,50,Yes,2,1
1735-XMJVH,320,Male,51,Yes,3,0
1740-CSDJP,874,Male,53,No,0,0
1741-WTPON,875,Male,42,Yes,3,8
1744-JHKYS,876,Female,49,Yes,0,5
1746-TGTWV,592,Male,32,Yes,0,1
1750-CSKKM,345,Male,40,No,3,0
1751-NCDLI,877,Male,74,Yes,0,6
1752-OZXFY,663,Male,39,Yes,0,6
1754-GKYPY,725,Male,65,Yes,0,8
1755-FZQEC,878,Male,26,No,0,0
1755-RMCXH,154,Male,37,Yes,2,5
1757-TCATG,115,Male,24,Yes,1,4
1760-CAZHT,879,Male,55,No,3,0
1761-AEZZR,309,Male,59,No,0,0
1763-KUAAW,564,Female,77,No,0,0
1763-WQFUK,243,Male,45,No,0,0
1764-VUUMT,254,Male,63,No,1,0
1766-GKNMI,880,Male,56,No,0,0
1767-CJKBA,881,Male,39,No,0,0
1767-TGTKO,882,Female,30,Yes,2,0
1768-HNVGJ,548,Female,80,No,0,0
1768-ZAIFU,712,Female,74,No,0,0
1769-GRUIK,883,Female,19,No,0,0
1771-OADNZ,453,Male,70,Yes,0,1
1775-KWJKQ,423,Male,41,Yes,0,5
1776-SPBWV,856,Female,43,Yes,1,1
1777-JYQPJ,590,Male,19,No,0,0
1779-PWPMG,884,Female,73,Yes,0,1
