ServiceID,ServiceHash,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData
654,e54d37a25598ce8d6e46dd1d4c0222555987c63d125147d318169af245b9f4b0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes
655,dd4c9018a0f119196f1ee47bc3326f9e23c05129a3b08680108c52e768a4bafe,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No
656,d47cb3990667367d5ce75744eaba22ef33907f82bb2aa1b1d21724c7da2744d7,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes
657,0a75eb22151b70a58e33381535e68a77691b287f7947d239c11a2d6da48777d3,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No
658,6f21f7b46441573f90cc37423aae67e3f4f6918b4a5d578109f4c95fd269a5c1,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes
659,2ff431584b47a2b3b34284ced3542b0a35f162661756f2f565ee71636e6c53b8,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes
660,afdeeaf65e14f7773d2cd5b077853a1c05a48e1bf437170008690750c56d95ca,No,,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes
661,783253f3c30b12cb71ec9e9e7900634999746f392b3f7b0537685ac7a682755e,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes
662,a79118cee50fd9cba78e123956c9dc31f9187904776bf852ebe05960860cd613,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes
663,3267df4b2eb1ffea218626f0ac954c44f50f241e9dbed6c0cd5b3f83aa951b55,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes
664,423ea0cfb95ec0d434e318f6de095148bcd6bd7a5c99fd72b80c24e1def37ad8,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No
665,545468e4c126f48a1c000732e4095e52cf63f74cb77de4dcc68e9d770a6e9d6d,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No
666,5d9e464179c65b64456b5dd5e3fd212bbe83f0f93b02ce0bf0b1faa3b3ec2bc9,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes
667,074ce752ff3e4177eb1d7f286a0f3db1f3c4ced59a4ab9b88c6cc7ec7d47143b,No,,Yes,DSL,No,Yes,Yes,No,No,No,No,No
668,c2d0e028fb449e1274d61ed8c5371c7dd6dc84ad408d5fe24551ab87f1dd62db,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
669,372cdd1c792657c72d66bf4cc4c6133e943f42e1a1122588e85e11be4c21345a,No,,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes
670,8705b05b10d79f21c4827b710308ec0cc161eecc4a1e8d3a6b92dce466b8a6ab,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No
671,94f15ab3d97d56f2589f2290da2cfe828db45de5fb9f1c4f8ab8a1d5570808d1,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,No,Yes
672,30ada1e54f5f70f050421cf194cc66bb22722973db0fd52ba3cae1e0d010b026,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes
673,fac3ba6924d72ed454710da6d63566318e641c797e7b9919e5c0b2600d0ff005,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No
674,d8fc3f6651b8b475a85ca9832b233fc41335817c5e73dfa365493899cdc53f22,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,No
675,12332250fd19aa4cac922171903a8e7dc403037d3b7a3ebaf220f22172d5995b,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
676,54c4155193da922476aa149f2f3dc2f1897438b24f10a83ff80607c261337646,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No
677,7cebdc255c9632bbb3fe52c68de10872b75c7afa1f3ead7adf28f5962dec06a0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes
678,a7506cf14de641f6c7eea7d968ef2c10899008b7f1184aa8dec035ab6062fbbf,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes
679,3cd51564c2f29eca68f1d3ba26d8f47f0a461e54fcd9a2493e963a61193a7245,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
680,4ad3d626f4c92a2e96179405273476e1be808b299285433743e9774a81ffff7e,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No
681,4b6b2216b076311e4a0b4dfe4706fa2f31e62e16b4539e592164b1f10e43b4df,No,,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes
682,750c413647ff2e59fd931ed91f489877a032fa384bc45662fb7daf80775a4457,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No
683,0944de4c320bdf1fffa99397a3282f5329b1c64f9ff6ce9f086f486126c7a494,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes
684,4ca903d8937b1a5d09d03d9fac9aa4b6de0ba325cb35cfa9e789e1414bd3fd3e,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
685,dd27ca0438e20d3d054667f32dac9b8d0828d0236db221caa36ed911ca1f40bf,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
686,5c4a310a2617b2ae18d77bd30e2ead56a63ab6d85e65e90aa8695f0b8d9cf3b9,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No
687,8791fe432e1623bf3f17a42e98dd682b983841e2c2f6520eb43f6d7d00aa075c,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
688,c56f84a2ade58ac5692b08c8bb8fa399f205812136bba2fdc822ebd61afea723,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No
689,a88ec0b7c0e27104a817d7cf847be622f7f1ec2cf3f4adc1878fcca1bc34b197,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Yes
690,b0566caf05a22ce7b248cc92e50dfa25cb159642902c0d95f6a67018155743d4,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes
691,3bb7362370f72f156c99330789ff23433e40eb1edfdd4aa3667b5b01870272f0,No,,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes
692,8a13d1c8fbb06f0c7663678c3e9c98313f73582269ef51e91cc389e9ffbc0e22,No,,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes
693,92068958270c30cee2f71c79712237997dd77198c346d36506683f2d94081332,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes
694,ca3c3622c02114266354d0a01bdbd5c6058f583e7907c5c4e320ba1cd82cc48d,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
695,0da82b0f56458f4266880b9aa6e5ab830a7f218c1e0d85efb76ff8a0b10ad6bd,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
696,39d69916a2ecf06e460056592441a8a3852b1ec4b4569721d46801160aa6a191,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,No
697,efc8a6ab803de0d843175176f1b21113de851074382b96b3d6cab880d147096b,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes
698,c0582dd7a8e4d6f8b98a0ad43e1e5c502be36d5523d305e9d0ee52e9b5facf7b,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No
699,52fe3bf5b71562481c1970f68b7f6a6808e5c8609ed0c9d101ad09175da43a88,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,No
700,cc00c68117af27dbcbcb7e54ddb572dcadaf5074f7b794f34c268f1336ad16dc,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes
701,9ebb30998a603a711fbb4929918818ea2ed662c13584f181d8f0fed2444446e2,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes
702,c156eadf958386f5ea717ffc7b7f082abf332043bc985899794d9db984fabb5f,No,,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes
703,f82e98cebc70a9debf28920b5ef8d77e6280e595af46ac21a3a58319d8fde6e0,No,,Yes,Cable,Yes,No,No,No,No,No,No,No
704,fa53551a2d50f0c9e3d5e5d5f7633d8e06e99309a7927db775edad8030fafeb2,No,,Yes,DSL,No,Yes,No,No,Yes,No,Yes,No
705,40ec3885a200152a0db3ad16ef77950de21b5551ab389a5624923ad639b23e9e,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes
706,378061a235b175ed5c7cca96745f003eb8438a6b820bfde9472855eeb73c5fc0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes
707,badda0de3aa68f3b31c6306c45a153c7d64b91bf4cb7ebd870c743ef9c5cccbb,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes
708,7c7dbf17e350fd8087447630cb78dca3c5da4610f7c7a17a1dacec1cea10101b,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,No,Yes
709,2fb8f79a45a778fb321894ff48873481c1b797c75067d66a69fb7b559d283604,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
710,d1508718676854fc261bc62adc4532a0dd21b58dca74365d8c32385c2ba7c1c1,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
711,253cf023a28c428a0ade7123cfb42bf968fce172fb5a923727ec9e3450cabe5d,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
712,0cedca0d0779f5dacc2b244f8a7a60c3f7c80bada3584bc6aa898f53c1631fd0,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No
713,8cba9b9c7fc336d595e2fd72d468cfc6d77699fa35b055507e84734f4023afb6,Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes
714,3cf0b17696e58e933a7c0b9b5e344621f0c1c485fd84dbac8ad008a60e411920,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No
715,e1429d31534b52ff3cbff22787a24f527601984ea6d90383a6240d6e03892ba9,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes
716,d354d0907b7f2d8baf0ba28eab096320b2ebefcb5a91b67975933525d55001b9,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,No
717,f63da72171fb3fb24ab99497730dbd2b5df297e0f42b7b18f614723ce90daecb,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes
718,b1936504344bbc8690eed5b0f998efc5f9ffdaa6d1056213d8870370aba69144,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No
719,913d41dfb4691faa97164b653e8adff3cab4069b1f71031fac2f1649d628939b,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes
720,78b8b74a631fd6ebd3db3024082e182be8fa0d315b45bbacfadd4b1df6a989c3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No
721,d5fb871968102688ed3ee3d7fb8f397874f1c60620f5903ab71082e345e62299,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes
722,c987f64d9c36c2a27cf3e49f6ff02f24f6557aad246918bb8a708eb3cd5902a0,No,,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes
723,5b926ba9aa9348eff1bb3c7a8404e5def9dceef909e4f34fabe3d7bfe828add0,No,,Yes,Cable,No,No,No,No,No,Yes,No,Yes
724,ac4b2f10ff4761bd5cead745d1d26e97c9a38846c711fa5e14e0a410262ec1c6,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
725,3fd7759cc8e6a3a9118ced551363fb74a09fe57ebe6f5045fa15bce0018ddb3f,No,,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes
726,2eccff63cc4076fecf23fe24febdca9b22a846a2f07da68ff027599868d4db03,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No
727,fc2cdecec3c2c87baa40d43679e53c5b38ac6aa8cdee67ff8d237c0e190aa958,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No
728,05ea1da80bbd4ae09f676d36d1acd2d6122b845e8fb9adc1c20259d5e8273e45,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes
729,984476dea9bef29e737d772b9a05174256412cb4e3f26bea3b3e6af5109539ac,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,No
730,f9f65f919a10695e2783ae7eb86d15cef2022a0ec09c9d69b7a84f9552da1bd5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No
731,b8d19fa95aca1ba398a0f2c046e75466b24e18a6147c55a67cea9f498f4548d5,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes
732,bbc38fe93b7b1f7cfdc52a9af45a269ebd8a389d22b703efcd0c30109c035902,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes
733,bc8b80dd30d6c2410d6fd3e471ffb775ac5cc7b5b67ce922f46faa69a89e6275,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes
734,fd03d4afbcdd3deeafc70caec1779ca195b6f24da0f7f9ee6b12b85fa2834451,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes
735,03d7e97a7868eda1dfa70174f1bb65607178d11d7265a074158fe0dd1ca83064,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
736,5c5e27810e406db3fbe4356fe866d8ce4537f17c965ec809dc4e4b017b32a165,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
737,7ddd0fa5de1d66666b58afe1ceda76f9d6cea8794576196d7592276d4fa46ac3,No,,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes
738,f44fd6c20652bfe4efe5084104d929dc14e8da13b860157af24e5bcff7b83e61,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
739,f88a603b68845cf896fee7d0ff44df1ffed725241103c92362cffd96b927846b,No,,Yes,DSL,No,No,Yes,No,No,No,No,No
740,084c8d36ea4547a9e90e2a1dcfdbb156d9e3ba6b7e18b2251c9cfae2705da798,No,,Yes,Cable,Yes,No,Yes,No,No,Yes,No,Yes
741,7cf56d300adb0df11990168ce3b2047831c88dae4a09f0f6b4be4093ceeba82c,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
742,27f51b39e7fabd76f7a6c3c73391bac5703c39f6fbb9a8c4469af3563ef11622,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Yes
743,1c09e32c1d4f55c6445d895158de0e750acc6ef86bfb1ceed90d72bc0ccbab88,No,,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes
744,39f4307b4aec07a6a4323fb46fd00956cdbceba44b7ff7b34a021f8c86cf43ac,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
745,87c775e9a65911ccc9c19c2e15fa657d8d5dfec5a9d92c4e7e1411bd42324b4e,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes
746,33c79024cf2b0a8c4135032e04f429ed3dad5939f3877375f1d145f4f0e10b48,No,,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No
747,efaee5e417dc3f25bbfaf13c1ce4120c9654f6694a2e7b504bf6236fb23ea470,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
748,c60b71fd228ae2e17e4b6501285cf83d7c1b4fb2f4cb827f60ceaa0c25c55e64,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
749,cbe2b978ee32e7b9dd67da9df5b347de54b474e7e9a360b8cd6df78e3cbeba40,No,,Yes,Cable,No,No,No,Yes,No,No,No,No
750,b66262a2351094ab87138d08cdafdc92cfa38dc86c68901771818328c9fa8afd,No,,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
751,51d205a56391949c6fea97fce6f1dc719004e87fb5a273e3b3d2cddf4f46e1b5,Yes,Yes,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes
752,ad1d6544c9b3e25c051c97491d003428d8b8311fe491e8ba439423b5cdf7f153,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No
753,6fe5a916721e677d301d5a631ec1148f27226f1f564377a8740d9c37185e9608,No,,Yes,Cable,Yes,No,No,No,No,Yes,No,Yes
754,753b3500d1df077c54ca586446f7f11af81a812fd8c5f3a61c5dbc40deca111b,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No
755,61c724e0ff9707786cbdfe8648f5ddab33a33c54c6d7c4c25bd6e4a8b4e88ccb,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
756,5c2648d61fa27e1e1c630ea478a1998a1cb93da201124e5427db8d520521de28,No,,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
757,f324b3bedf41dd2d427564c3e11698d2fa186130292ec1484a81c7d2d3f50ed6,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
758,4a2dd630f8b0fc9225f99acd9173ce303100bbe5285094a0b689d7d5b086552d,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes
759,64f37b6bf43bf6b0c0a32eeb52a56d7538e096fd2c7fafb410542006240ace76,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes
760,ae29772ac8719aabc2509ce73132288f15c0909e9f4d8d8284c9ae65834c8cbc,No,,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
761,9794a6d06ebdc1412c4c2903573a216b865ceab95eebd03327095c9fe97e156b,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No
762,2b739f2ff045d42398888de7dc11bf574e65ed923e4e829c0891cc6693976cb2,No,,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes
763,66e875238105b48ef6d51b2bf302d5d5ebabdfc8ada6d98699e220e8d449b71d,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No
764,22f1be24fa9f374be3745b368cec2b32df4805676463e33407bda5faac857c56,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No
765,69964043873d35cfe351c20fc97a331493685c6ac878f57ad40ffb35a209f228,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No
766,782c6766e42406a9dd485a3a11f4c5822dda726c3d160bf1a23c3f9c2d63570b,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No
767,458c23014c202ab175111ce9f11f56c6095aa630ef8f2814c0036398d75255ea,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No
768,83a852272f2b8b2b03ee7f09873fa741ba2857c7e8d4364908aac13359396f90,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
769,0037f3df969518e4d129f92f6462c707960f5c12a13ad73409ec9c9d1502af18,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
770,97dbe07503171212d6d2b6dc45c0e89a00f86f06e163794a4345e6785707f515,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes
771,71f507ca869174d6685c08f3748e61df50b83f41cc66d05356902540e413e01e,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes
772,ef777e261f2aa64b0edb7c3dad3b9bf616dab2250e4da35bc26f7399fe1a33dc,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
773,b952665abb9fd2891dabe617c349a0a931a25c880fbdd22085bf4375d4a70281,No,,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes
774,71b69668206c5b9d3f3c0e549735f5a790292ae99738b1a42835a01d6bf71554,No,,Yes,Cable,No,No,Yes,No,No,No,No,Yes
775,16885d1ed29a2927f162f05cd3016f3b1c1f3eac5c32a469ca1aae5afb19df16,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,No
776,8cf0f3d928334e12909e13749cdebfbd5adaf88dd0a2b31de9d5ee806a78a164,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes
777,650a58ddbd8568d93e80e67b6e578059e03e44318b58aa062c76522b5c729a68,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No
778,2c5c786547c2ff804c3ecbf005842fec5e4c5076b585bc2d18ab1536f6910ea7,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No
779,145925dee60feb35cb4b23cabdd86904eb01e417074580e55ec1fb1fd02b2bee,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Yes
780,0aa798b04e36d0dd3bb96a4438c099befcfdb9ff045bc50405df23b20a88f420,No,,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes
781,04a7158db30fff13859de993cf98ca3080165a80ce39cc4339e7d2e7ac15cc04,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes
782,0638c95a4e0fe222b29dec876c58aa9c7bca33b185c15af818800ad9febe4ee5,No,,Yes,DSL,No,No,No,No,No,Yes,No,No
783,38b4d6f31dfd02208a48d27bf1a1ec5655216c12c6ad24abd375358004bf8f01,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes
784,949d51c99bdad676387dbce4d6613365bc6cf024f033083972f9480404ace6d0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes
785,b7f90c7094563db1cfb2b6c722e266692f75ec6a0d9aaab1310549b7765123a1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No
786,9fa3f50bd8cf7b502069464b34c8d36a65255b04e690f633d2bfdf580abb5450,No,,Yes,DSL,No,No,No,No,Yes,No,No,No
787,d725cda9522314be0124b7b3be53cb7b8f81e6c0844eed6ba2a5e66cb076bb60,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes
788,b25fb7a6a6b012726a31c8116896ff3fef8ad03a84df09bbecb7039ec1cf989d,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes
789,ccd82bb9ce083b10d541c0f77b35a01a23eba4d5206ec16bf1cd366f0334d677,No,,Yes,DSL,Yes,Yes,No,No,No,No,No,No
790,d8b510f0ebe0e1e22ef435bb7814d761dc0514beacdd17b13ffa5e92cc35f5f7,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
791,d241e2031fbb9810067fdaf587284cd1e8cfcaa0af1ad7c834b7040d1a9cccd9,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No
792,40b5ef12a4414e6bdd02e4430a12507619b50a5469072c51fcddb5cc966e69d5,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes
793,bd14158b85b3e0f3c77c2d96973d9f4a60f4c153180a9ac6ac10529eefe35e07,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
794,28b021f10a10605aff3620757a49fe54272476d070b102ef1aa58be444a302c3,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes
795,face4d6b161721265c045416cf0a42869794737b454ae84e8a37a4781146c0f6,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes
796,6c7f30d9a31479357621045e078d2ac333fe56d59f5b09a10bcf3aa491426be7,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes
797,5cbabfb563384173bb26750725db8bf425c4cf0b036618851662081b725cb636,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes
798,129c6c045af4198d8288cd4d53eec6d62aecb8efdcab080b15efa47808b17d56,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes
799,901b4fdad20627716deb666bce610cf5d2cdf9bb45282522512e780ed3770e0d,No,,Yes,DSL,No,Yes,No,No,No,No,No,No
800,bae01356b0459c49cd05b3f63f7e8c10ce9a4568143eb8db3999c1178768cc36,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes
801,37ae8c844f6dbdb715e2467699f76061fc339fdea6653d0b7a7afcb63831cf5e,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,Yes,No
802,69c0e716a92097dae2ce916e8d28fd48ade220f176948da62b65934c3c319e17,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes
803,ff64a5abf75295c1f658a1e05d21afdae68d271efd61cabd32dcf18864775d3a,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No
804,3009268fa68ac13299f4563ca1efb6bafb9f4412a5b57f1a14498e4803af55e9,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes
805,58c47509b4e904e3447d2a1825e2b9c50a747765116919854edbbfe8d75a2d84,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No
806,ff3fb8b362643a63bb2122a413c14c2b4cc30f171a77d942e110b1676d9fe2f9,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
807,4e2cb21cd14fe17d87b5e5a0f012fc8c977b11d80f19a558f5144801f1e9a782,No,,Yes,DSL,No,No,Yes,Yes,No,No,No,No
808,390de203b6e5f4e5295e65643910e62072765ab8ecab1a32a054aa56ff9f63db,No,,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes
809,d2a2f40dcf34d2c75e515a27ab3826e6eaa2a94607ff55a1e29aea091eb94a8d,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No
810,e6fa26cbb81486cd8ed40339890972e462e6ac2b821d6a50cf350bf874a60d28,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
811,b3fc83b538d38065c8597741933e456251bd7333df65c98dd3a03514993e98f7,No,,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No
812,f5d8845fca47065c68396c2021c43d8528aa4742672fbaf3b7cb58bb80ddf391,No,,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes
813,028c8e41bc569d0ffd2f16d3c2cfab7376f17d4740d4445c4a0fea67a70854c6,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes
814,b1ebb523969d697b4808749f4499fa45d39c4b3ca4bba5046989b73a2f853634,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
815,aa10a62aa6cfe4ebe5263f7fc5ef7d8f5a8e6a39d0c80270120eadf0b02c47b0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes
816,76c8ca76b0ee00a6aca15678fd388c1731338c704bb96a6ddd87753a8ed8aae4,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes
817,9fc5f36ae32c3de70adc29838e02e76a192ed2d8faa5851e37c344bdce6e0975,No,,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes
